,carat,cut,color,clarity,depth,table,x,y,z,city,price
312,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,Kimberly,4592
313,1.36,Very Good,D,VVS2,62.6,58.0,7.06,7.21,4.47,Tel Aviv,14236
314,0.54,Good,E,SI2,63.8,54.0,5.17,5.18,3.3,Antwerp,1163
315,1.16,Ideal,H,SI1,62.2,54.0,6.72,6.75,4.19,Madrid,6036
316,0.43,Ideal,F,VS2,61.5,56.0,4.85,4.89,2.99,New York City,904
317,1.01,Fair,E,SI2,64.6,59.0,6.22,6.18,4.01,Antwerp,3294
318,0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,London,4508
319,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,New York City,2376
320,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,London,1095
321,0.38,Very Good,H,VVS1,59.1,58.0,4.71,4.76,2.8,Madrid,967
322,0.24,Very Good,D,VVS2,61.3,58.0,3.99,4.03,2.46,London,485
323,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,Zurich,3669
324,0.41,Ideal,I,VS1,61.9,55.0,4.82,4.78,2.97,Kimberly,878
325,0.7,Premium,I,SI1,61.8,62.0,5.69,5.64,3.5,Luxembourg,1914
326,0.5,Premium,E,SI2,60.1,60.0,5.13,5.05,3.06,Tel Aviv,1262
327,1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,Tel Aviv,5646
328,1.7,Ideal,J,VS2,62.5,57.0,7.6,7.63,4.76,Luxembourg,9414
329,0.52,Good,G,SI1,63.3,57.0,5.08,5.11,3.22,Dubai,1244
330,0.4,Good,E,VVS2,58.5,60.0,4.82,4.86,2.83,London,1059
331,1.21,Ideal,H,SI2,62.6,56.0,6.84,6.77,4.26,Kimberly,5624
332,0.9,Very Good,H,SI2,62.3,61.0,6.15,6.17,3.84,Zurich,3481
333,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,Dubai,3003
334,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,London,3853
335,0.92,Ideal,J,VS1,62.4,56.0,6.23,6.19,3.88,Las Vegas,3332
336,0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,Paris,1052
337,0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,Zurich,1593
338,1.04,Premium,G,IF,61.3,58.0,6.52,6.43,3.97,Tel Aviv,9039
339,1.07,Very Good,G,SI2,64.6,60.0,6.35,6.4,4.12,Dubai,4340
340,0.71,Very Good,I,VVS1,63.5,57.0,5.65,5.68,3.6,Paris,2456
341,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,Antwerp,3454
342,0.9,Ideal,H,VS2,61.9,55.0,6.22,6.19,3.84,New York City,4133
343,0.92,Good,E,SI2,62.0,64.0,6.2,6.16,3.83,Dubai,3153
344,0.43,Ideal,I,VS1,61.8,55.0,4.88,4.9,3.02,Amsterdam,1218
345,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,London,545
346,0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,Dubai,2693
347,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,London,842
348,0.46,Ideal,G,IF,62.1,56.0,4.96,4.93,3.07,New York City,1733
349,0.3,Ideal,G,VVS2,61.8,57.0,4.29,4.32,2.66,Antwerp,665
350,0.38,Ideal,H,VVS2,62.2,54.6,4.62,4.66,2.89,Paris,832
351,2.04,Premium,H,SI1,62.5,61.0,8.08,8.04,5.04,Madrid,18115
352,0.47,Premium,H,VS1,60.3,61.0,5.05,5.04,3.04,Tel Aviv,1244
353,0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,London,1857
354,0.71,Ideal,E,VS2,61.0,55.0,5.79,5.75,3.52,New York City,2863
355,0.45,Ideal,G,SI2,61.9,54.0,4.91,4.95,3.05,Dubai,709
356,1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,Paris,4368
357,1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,Paris,4370
358,0.75,Good,E,SI2,63.8,55.0,5.74,5.8,3.68,Paris,2453
359,0.41,Premium,E,VS1,60.6,59.0,4.8,4.77,2.9,Antwerp,1153
360,0.4,Ideal,E,VVS1,62.4,57.0,4.67,4.72,2.93,Zurich,1333
361,0.7,Fair,E,SI2,70.6,56.0,5.45,5.35,3.81,London,1828
362,1.08,Very Good,G,VS2,60.6,58.0,6.65,6.71,4.05,Surat,6777
363,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,Paris,1273
364,0.31,Very Good,F,VS2,62.9,56.0,4.3,4.32,2.71,Paris,625
365,0.3,Premium,D,SI1,59.7,59.0,4.34,4.37,2.6,London,552
366,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,Madrid,876
367,0.76,Ideal,F,SI2,60.3,60.0,5.86,5.89,3.54,Las Vegas,2624
368,0.44,Premium,G,VVS1,60.9,59.0,4.9,4.96,3.0,Kimberly,1235
369,0.64,Very Good,D,SI1,62.2,55.0,5.51,5.55,3.44,Antwerp,1967
370,0.3,Ideal,E,VVS2,62.2,54.4,4.3,4.32,2.68,Amsterdam,779
371,0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87,Paris,920
372,0.4,Ideal,E,VVS1,62.8,57.0,4.71,4.65,2.94,Dubai,1397
373,0.32,Ideal,G,VVS2,61.6,55.0,4.42,4.41,2.72,Paris,936
374,1.51,Ideal,D,SI1,59.5,57.0,7.56,7.46,4.47,Dubai,12738
375,1.2,Ideal,J,VS1,61.8,55.0,6.81,6.76,4.19,Kimberly,5040
376,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,Amsterdam,4565
377,1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,Tel Aviv,3999
378,1.2,Ideal,G,VS2,62.8,54.0,6.75,6.79,4.25,Las Vegas,8414
379,1.01,Good,F,VS1,59.0,62.0,6.56,6.6,3.88,Dubai,6794
380,0.54,Ideal,H,SI1,62.2,56.0,5.26,5.19,3.25,Antwerp,1240
381,1.51,Premium,H,SI1,60.6,59.0,7.45,7.41,4.5,Antwerp,10519
382,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,London,622
383,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,Kimberly,16431
384,1.03,Very Good,G,SI1,59.4,60.0,6.61,6.66,3.94,Paris,5353
385,1.01,Premium,F,VS2,59.9,61.0,6.5,6.46,3.88,London,6097
386,0.41,Ideal,E,VS2,61.8,57.0,4.78,4.76,2.95,Madrid,999
387,1.31,Premium,J,SI1,59.4,60.0,7.06,7.12,4.21,Kimberly,5446
388,1.0,Premium,D,SI2,60.8,60.0,6.45,6.41,3.91,Dubai,4295
389,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,Kimberly,789
390,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,London,10512
391,0.39,Very Good,H,VVS1,61.5,56.0,4.7,4.73,2.9,Paris,926
392,0.7,Very Good,D,VS2,61.2,60.0,5.73,5.77,3.52,Zurich,3131
393,0.31,Premium,D,IF,60.2,59.0,4.39,4.42,2.65,New York City,1167
394,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,Luxembourg,5842
395,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,Surat,396
396,0.5,Very Good,H,SI1,63.1,55.0,5.09,5.02,3.19,Dubai,984
397,0.52,Premium,E,VS2,60.7,58.0,5.21,5.17,3.15,Paris,1815
398,0.3,Good,G,VS1,63.6,57.0,4.23,4.26,2.7,Madrid,605
399,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,Las Vegas,5113
400,0.7,Very Good,I,SI1,62.2,58.0,5.63,5.66,3.51,Zurich,2136
401,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,Tel Aviv,594
402,1.2,Premium,E,SI1,60.3,57.0,6.98,6.84,4.17,Antwerp,7362
403,0.52,Good,F,SI1,63.6,62.0,5.07,4.96,3.2,Zurich,1357
404,0.29,Very Good,F,VVS2,63.1,57.0,4.22,4.3,2.69,Madrid,664
405,0.84,Very Good,D,SI1,59.9,54.0,6.2,6.23,3.72,Madrid,4205
406,1.06,Very Good,F,SI1,59.6,60.0,6.61,6.68,3.96,Surat,5491
407,0.36,Ideal,I,VS1,62.1,56.0,4.55,4.59,2.84,Madrid,568
408,1.12,Premium,H,SI2,62.0,57.0,6.68,6.61,4.12,Surat,4641
409,1.01,Good,E,VS1,63.6,57.0,6.41,6.35,4.06,New York City,7665
410,0.81,Good,E,I1,64.1,59.0,5.89,5.85,3.76,Kimberly,2608
411,0.7,Premium,E,SI1,61.3,58.0,5.71,5.68,3.49,Luxembourg,2777
412,0.44,Ideal,H,SI1,61.9,57.0,4.9,4.92,3.04,Las Vegas,733
413,1.2,Premium,G,VS1,62.8,58.0,6.84,6.75,4.27,Dubai,8602
414,0.41,Ideal,H,VS2,61.5,55.0,4.78,4.81,2.95,Las Vegas,743
415,0.32,Good,D,SI1,63.8,55.0,4.36,4.35,2.78,New York City,706
416,0.7,Very Good,I,SI1,62.7,56.0,5.64,5.68,3.55,Amsterdam,1918
417,1.26,Ideal,J,VS1,62.2,58.0,6.88,6.92,4.29,Paris,6332
418,0.4,Ideal,E,VVS1,62.6,56.0,4.7,4.73,2.95,Tel Aviv,1333
419,1.23,Ideal,H,VS2,62.2,55.0,6.81,6.85,4.25,New York City,7130
420,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,Paris,9384
421,1.01,Very Good,E,SI1,61.9,56.0,6.33,6.41,3.94,Dubai,5759
422,2.75,Ideal,D,I1,60.9,57.0,9.04,8.98,5.49,New York City,13156
423,0.42,Premium,G,VS2,60.6,58.0,4.83,4.88,2.94,Luxembourg,847
424,0.51,Ideal,G,VVS1,61.4,56.0,5.14,5.15,3.16,New York City,1963
425,1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,Antwerp,7987
426,0.4,Very Good,H,SI1,62.6,58.0,4.68,4.72,2.94,Paris,666
427,0.73,Ideal,D,SI1,61.8,56.0,5.8,5.76,3.57,Surat,3189
428,0.31,Very Good,H,VS2,63.1,57.0,4.32,4.27,2.71,Zurich,628
429,0.36,Premium,G,IF,62.5,60.0,4.53,4.49,2.82,Las Vegas,1148
430,1.51,Very Good,D,VS2,62.3,59.0,7.29,7.34,4.56,Dubai,14112
431,1.03,Ideal,I,VS1,60.9,56.0,6.52,6.59,3.99,Kimberly,5206
432,0.78,Premium,F,SI2,62.8,56.0,5.9,5.86,3.69,Kimberly,2200
433,0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72,Tel Aviv,2797
434,0.7,Ideal,F,VS1,61.0,58.0,5.74,5.76,3.51,Surat,3162
435,0.54,Ideal,F,VVS2,62.0,55.0,5.24,5.25,3.25,Kimberly,2454
436,0.93,Good,G,SI1,58.8,61.0,6.36,6.39,3.75,Surat,4405
437,0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18,Madrid,1712
438,0.56,Ideal,G,SI1,62.3,53.0,5.31,5.28,3.3,Las Vegas,1591
439,0.72,Ideal,H,VVS1,60.8,58.0,5.77,5.8,3.52,Zurich,3180
440,0.73,Ideal,D,VS2,61.6,56.0,5.78,5.82,3.57,Tel Aviv,3464
441,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,London,5851
442,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,Amsterdam,574
443,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35,Antwerp,2055
444,0.35,Very Good,H,VVS1,62.6,57.0,4.45,4.47,2.79,Kimberly,798
445,1.2,Very Good,H,I1,58.6,57.0,6.96,7.01,4.09,Kimberly,3696
446,0.35,Ideal,F,VS1,62.8,54.0,4.5,4.54,2.84,Paris,754
447,0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,Las Vegas,1153
448,0.97,Good,I,VS2,64.5,61.0,6.16,6.21,3.99,Antwerp,4355
449,0.91,Ideal,F,SI2,62.0,56.0,6.2,6.22,3.85,Las Vegas,4642
450,0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,Surat,1851
451,0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.35,2.67,Tel Aviv,764
452,0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72,Surat,561
453,0.9,Very Good,F,SI1,61.4,58.0,6.18,6.23,3.81,Kimberly,4379
454,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0,Kimberly,947
455,1.27,Premium,I,VS1,62.2,59.0,6.92,6.87,4.29,Amsterdam,6532
456,0.92,Very Good,F,SI2,62.9,58.0,6.18,6.22,3.9,Surat,3763
457,0.71,Ideal,E,VS2,61.8,57.0,5.69,5.74,3.53,Tel Aviv,3301
458,1.09,Premium,H,VS2,62.3,57.0,6.63,6.53,4.1,Tel Aviv,5993
459,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,Madrid,1719
460,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.36,2.7,New York City,625
461,1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,Amsterdam,4832
462,0.41,Ideal,F,VS1,61.9,55.0,4.76,4.8,2.96,Luxembourg,1007
463,0.9,Ideal,F,I1,61.8,57.0,6.13,6.2,3.81,Surat,2611
464,1.24,Ideal,F,VVS2,62.0,57.0,6.86,6.91,4.27,London,12059
465,0.9,Premium,E,SI2,60.8,60.0,6.21,6.25,3.79,Zurich,3662
466,1.15,Good,F,SI2,63.8,57.0,6.65,6.6,4.23,Surat,4437
467,1.74,Ideal,H,VS2,61.5,55.0,7.79,7.73,4.77,New York City,13761
468,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,Amsterdam,487
469,0.9,Very Good,H,SI2,62.9,57.0,6.09,6.16,3.85,Madrid,3160
470,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,Antwerp,10914
471,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,Antwerp,454
472,1.29,Ideal,J,SI1,61.6,58.0,6.96,6.99,4.3,Antwerp,5607
473,0.41,Premium,E,VVS1,61.2,62.0,4.78,4.76,2.92,Luxembourg,1241
474,0.85,Ideal,E,SI1,60.7,57.0,6.11,6.14,3.72,London,4181
475,0.24,Ideal,H,VVS1,60.7,57.0,4.02,4.05,2.44,Surat,504
476,1.15,Ideal,F,VVS2,62.1,55.0,6.69,6.74,4.17,Paris,8743
477,0.9,Premium,G,VS2,61.7,57.0,6.21,6.11,3.8,London,4637
478,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,Dubai,4875
479,0.51,Very Good,H,VS1,62.3,57.0,5.1,5.12,3.18,Madrid,1628
480,1.21,Very Good,H,VS2,62.9,57.0,6.75,6.8,4.26,Luxembourg,6189
481,0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59,Antwerp,2016
482,0.9,Very Good,D,SI1,63.3,57.0,6.12,6.07,3.86,Luxembourg,4304
483,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79,Antwerp,608
484,1.02,Premium,H,I1,62.5,60.0,6.41,6.39,4.0,Kimberly,3199
485,1.21,Ideal,H,VS2,62.9,57.0,6.8,6.75,4.26,Paris,6302
486,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73,New York City,6436
487,0.5,Ideal,G,SI1,62.2,56.0,5.13,5.08,3.17,Las Vegas,1173
488,0.7,Very Good,H,VS2,62.3,56.0,5.66,5.7,3.54,Surat,2276
489,0.72,Very Good,E,SI1,57.9,58.0,5.92,5.96,3.44,Dubai,2610
490,0.75,Ideal,G,VS1,62.3,57.0,5.83,5.86,3.64,Paris,2973
491,1.0,Premium,E,SI2,59.9,55.0,6.48,6.4,3.86,Surat,3612
492,0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,Madrid,555
493,0.49,Good,F,VS1,58.5,61.5,5.18,5.21,3.04,Paris,1294
494,2.02,Very Good,I,SI2,63.3,59.0,7.93,8.0,5.04,Luxembourg,11390
495,0.5,Very Good,E,VS2,63.4,58.0,5.08,5.05,3.21,Kimberly,1583
496,0.61,Ideal,E,VS2,59.7,57.0,5.57,5.52,3.31,London,2115
497,0.7,Very Good,F,SI1,63.2,57.0,5.68,5.62,3.57,New York City,2423
498,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,Luxembourg,3749
499,0.72,Ideal,D,SI2,62.7,55.0,5.72,5.7,3.58,New York City,2670
500,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,Madrid,559
501,0.62,Ideal,G,VVS2,61.6,56.0,5.45,5.48,3.37,Amsterdam,2861
502,1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,Kimberly,9058
503,1.25,Premium,I,SI1,59.7,59.0,6.97,7.03,4.18,Kimberly,5293
504,0.71,Very Good,G,VS2,63.5,57.0,5.61,5.64,3.57,London,2454
505,0.3,Ideal,G,IF,62.1,55.0,4.35,4.31,2.69,Zurich,956
506,0.72,Very Good,G,VS1,60.1,63.0,5.86,5.82,3.51,Madrid,3024
507,0.35,Premium,E,VS2,60.4,60.0,4.52,4.55,2.74,Antwerp,767
508,0.38,Premium,E,VS2,62.2,59.0,4.67,4.63,2.89,Las Vegas,1112
509,0.33,Ideal,D,VS2,62.5,56.0,4.43,4.46,2.78,Madrid,781
510,1.1,Premium,H,SI2,59.2,59.0,6.8,6.74,4.01,Dubai,3388
511,0.33,Very Good,E,SI1,63.1,56.0,4.45,4.42,2.8,Surat,693
512,1.0,Very Good,G,VS2,63.5,59.0,6.33,6.23,3.99,London,5967
513,0.3,Very Good,H,SI1,60.8,61.0,4.25,4.3,2.6,Dubai,421
514,1.01,Very Good,D,SI1,61.5,61.0,6.37,6.47,3.95,Madrid,5542
515,0.39,Ideal,F,VVS2,61.6,55.0,4.71,4.74,2.91,Madrid,988
516,0.41,Ideal,D,VS2,61.5,57.0,4.77,4.79,2.94,Luxembourg,1007
517,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,Antwerp,605
518,0.41,Ideal,E,SI2,61.8,54.0,4.78,4.8,2.96,Madrid,625
519,0.38,Ideal,E,VS2,60.1,56.0,4.69,4.72,2.83,Luxembourg,866
520,0.51,Ideal,D,SI1,62.6,57.0,5.11,5.08,3.19,London,1619
521,0.73,Very Good,F,SI2,61.7,60.0,5.71,5.8,3.55,Zurich,2624
522,0.33,Ideal,F,VVS1,61.8,57.0,4.44,4.46,2.75,Zurich,955
523,1.52,Good,J,VS2,63.5,58.0,7.24,7.28,4.61,Tel Aviv,7370
524,1.05,Very Good,E,VS2,63.5,57.0,6.51,6.46,4.12,New York City,6586
525,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,Kimberly,18795
526,0.53,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21,Kimberly,1813
527,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,Antwerp,458
528,0.72,Very Good,E,SI1,62.5,58.0,5.68,5.72,3.56,Paris,2618
529,1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,Madrid,3575
530,0.4,Premium,D,VS2,61.7,59.0,4.73,4.76,2.93,Madrid,982
531,1.21,Premium,G,SI2,60.3,58.0,6.9,6.96,4.18,London,5430
532,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,London,15688
533,0.41,Premium,E,SI1,61.8,60.0,4.78,4.74,2.94,London,904
534,0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18,Surat,1193
535,0.5,Ideal,G,VVS1,62.1,53.5,5.08,5.13,3.17,Las Vegas,1865
536,2.0,Very Good,E,SI1,60.5,59.0,8.09,8.14,4.94,Tel Aviv,18709
537,0.35,Ideal,G,IF,60.7,57.0,4.59,4.61,2.79,Tel Aviv,959
538,0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,Surat,665
539,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,Las Vegas,7277
540,0.7,Premium,E,SI2,62.8,59.0,5.69,5.64,3.56,Kimberly,2475
541,0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,Luxembourg,702
542,1.32,Ideal,G,SI1,61.9,57.0,7.05,7.01,4.35,Dubai,7414
543,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28,Antwerp,6343
544,0.32,Ideal,D,VS2,61.3,57.0,4.44,4.46,2.73,Madrid,713
545,1.87,Ideal,H,VS1,59.7,60.0,7.98,8.04,4.78,Madrid,17761
546,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,Luxembourg,720
547,1.01,Very Good,D,SI1,61.8,58.0,6.33,6.38,3.93,Antwerp,5812
548,0.32,Ideal,J,VS2,62.2,57.0,4.38,4.36,2.72,Amsterdam,504
549,1.51,Premium,I,VS1,62.3,60.0,7.28,7.32,4.55,Amsterdam,9467
550,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,Surat,1009
551,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,Dubai,1052
552,0.32,Premium,I,VVS2,60.7,59.0,4.4,4.43,2.68,Dubai,561
553,1.08,Ideal,J,SI1,62.1,55.0,6.54,6.57,4.07,Kimberly,4633
554,1.01,Premium,E,VS2,59.3,59.0,6.59,6.54,3.89,Surat,5882
555,0.57,Very Good,G,VS1,61.0,55.0,5.36,5.43,3.28,London,1817
556,1.02,Ideal,F,VS1,62.0,57.0,6.49,6.44,4.01,Kimberly,8637
557,1.01,Ideal,E,VVS2,61.4,56.0,6.49,6.45,3.97,Luxembourg,10283
558,1.01,Very Good,G,VS2,61.6,56.0,6.4,6.46,3.96,London,5839
559,0.4,Premium,D,VS2,62.4,59.0,4.7,4.72,2.94,Surat,982
560,1.1,Ideal,H,SI2,62.6,56.0,6.65,6.57,4.14,Dubai,4620
561,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,Amsterdam,2241
562,0.76,Premium,I,VS1,59.3,62.0,5.93,5.85,3.49,Luxembourg,2753
563,1.01,Good,G,SI1,62.8,58.0,6.36,6.29,3.97,London,4641
564,0.3,Ideal,E,VS2,61.2,55.0,4.35,4.31,2.65,Luxembourg,844
565,0.54,Ideal,G,VS1,60.7,57.0,5.29,5.26,3.2,Dubai,2274
566,0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25,Zurich,2030
567,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,Amsterdam,15433
568,1.02,Premium,G,SI1,62.2,58.0,6.44,6.48,4.02,Amsterdam,4435
569,0.31,Ideal,I,VS2,62.1,53.7,4.37,4.4,2.72,Madrid,447
570,0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,London,574
571,0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,Zurich,4381
572,0.41,Very Good,D,SI1,62.9,58.0,4.7,4.75,2.97,Dubai,791
573,0.3,Ideal,F,VS2,62.0,53.7,4.31,4.33,2.68,Las Vegas,601
574,1.52,Fair,I,SI2,64.7,58.0,7.19,7.22,4.66,Tel Aviv,6905
575,0.74,Very Good,I,SI1,63.8,58.0,5.72,5.76,3.66,Madrid,2352
576,1.05,Ideal,H,SI1,62.5,56.0,6.52,6.43,4.05,Amsterdam,5027
577,0.37,Ideal,G,IF,62.1,54.0,4.6,4.64,2.87,Antwerp,1056
578,1.24,Ideal,F,VS2,62.0,57.0,6.83,6.89,4.25,Luxembourg,9478
579,0.34,Very Good,F,VVS2,59.6,60.0,4.54,4.59,2.72,Antwerp,724
580,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,Dubai,844
581,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,Paris,3599
582,0.32,Ideal,D,VVS2,62.2,56.0,4.41,4.37,2.73,Antwerp,1014
583,0.67,Premium,G,VS2,61.0,57.0,5.68,5.63,3.45,New York City,2050
584,0.7,Very Good,E,SI1,59.1,62.0,5.74,5.8,3.41,London,2569
585,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,Surat,1678
586,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,Las Vegas,2695
587,0.9,Premium,H,VS2,60.4,59.0,6.27,6.24,3.78,Zurich,4246
588,1.02,Ideal,G,VS1,61.0,57.0,6.48,6.5,3.96,Antwerp,7324
589,0.7,Premium,H,SI1,62.0,58.0,5.65,5.71,3.52,Dubai,2155
590,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,Antwerp,5111
591,0.5,Ideal,G,VVS2,62.8,57.0,5.07,5.05,3.18,Paris,1858
592,1.27,Ideal,E,VS2,61.8,55.0,7.03,6.92,4.31,Antwerp,6543
593,1.53,Ideal,G,SI1,60.1,57.0,7.46,7.57,4.52,Madrid,10947
594,0.91,Very Good,J,VS2,61.6,58.0,6.23,6.28,3.85,Kimberly,3112
595,1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,Las Vegas,4077
596,0.65,Ideal,E,IF,62.3,56.0,5.52,5.56,3.45,Antwerp,4184
597,0.43,Very Good,G,VS1,60.9,57.0,4.88,4.91,2.98,Antwerp,943
598,0.52,Ideal,E,VS2,61.5,56.0,5.2,5.18,3.19,London,1694
599,1.09,Very Good,I,SI1,63.2,59.0,6.54,6.5,4.12,Tel Aviv,4639
600,0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,Kimberly,1957
601,0.9,Good,H,I1,57.4,63.0,6.38,6.33,3.65,Kimberly,1939
602,1.73,Ideal,J,VS2,63.0,57.0,7.64,7.6,4.8,Kimberly,10076
603,1.7,Very Good,H,VS2,63.3,58.0,7.48,7.56,4.76,Surat,12833
604,1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98,Paris,5557
605,0.34,Very Good,E,SI1,63.2,55.0,4.49,4.46,2.83,New York City,765
606,0.3,Ideal,E,VS1,61.6,57.0,4.33,4.3,2.66,Antwerp,936
607,0.8,Very Good,F,VS2,62.1,60.0,5.86,5.92,3.66,New York City,3471
608,0.74,Ideal,F,SI2,60.6,57.0,5.88,5.84,3.55,Madrid,2555
609,0.37,Ideal,F,VS1,61.7,56.0,4.63,4.61,2.85,Amsterdam,1041
610,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5,Antwerp,2348
611,0.52,Ideal,I,SI1,61.8,54.0,5.16,5.19,3.2,Zurich,1094
612,0.56,Ideal,H,SI1,61.8,55.0,5.31,5.34,3.29,Las Vegas,1214
613,0.33,Ideal,F,IF,61.2,56.0,4.47,4.49,2.74,Antwerp,1240
614,0.55,Ideal,F,VS2,60.9,56.0,5.3,5.34,3.24,Madrid,1709
615,0.41,Ideal,E,IF,62.1,54.0,4.75,4.81,2.97,Tel Aviv,1419
616,1.21,Premium,H,VS2,61.5,58.0,6.82,6.78,4.18,New York City,6710
617,0.6,Premium,G,VVS2,59.7,60.0,5.55,5.5,3.3,Tel Aviv,2105
618,0.71,Very Good,E,SI2,61.9,63.0,5.69,5.74,3.54,London,2256
619,0.7,Premium,F,VVS2,61.0,57.0,5.8,5.71,3.51,Surat,2932
620,1.46,Ideal,G,VS2,62.3,56.0,7.28,7.2,4.51,Surat,10302
621,0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,New York City,604
622,0.79,Ideal,I,VS1,62.2,57.0,5.89,5.94,3.68,Antwerp,2958
623,1.54,Premium,G,VS2,63.0,59.0,7.36,7.3,4.62,Surat,11815
624,0.73,Very Good,G,VS1,60.7,55.0,5.87,5.89,3.57,Surat,3011
